Field (Oe)	Voltage (V)	Current (A)	Resistance (Ohm)	Real Voltage (mV)
8.8010000E+3	-5.0013500E-1	-2.2994900E-6	2.1742223E+5	-4.9982529E+2
8.6138000E+3	-5.0013400E-1	-2.2992200E-6	2.1744733E+5	-4.9982531E+2
8.4147000E+3	-5.0013300E-1	-2.2987600E-6	2.1749043E+5	-4.9982534E+2
8.2132000E+3	-5.0013700E-1	-2.2979000E-6	2.1757359E+5	-4.9982541E+2
8.0067000E+3	-5.0013700E-1	-2.2974500E-6	2.1761622E+5	-4.9982544E+2
7.7976000E+3	-5.0013600E-1	-2.2967600E-6	2.1768119E+5	-4.9982549E+2
7.5853000E+3	-5.0013700E-1	-2.2962900E-6	2.1772619E+5	-4.9982553E+2
7.3707000E+3	-5.0013800E-1	-2.2955500E-6	2.1779684E+5	-4.9982559E+2
7.1572000E+3	-5.0013300E-1	-2.2952200E-6	2.1782599E+5	-4.9982561E+2
6.9414000E+3	-5.0013200E-1	-2.2941500E-6	2.1792718E+5	-4.9982569E+2
6.7253000E+3	-5.0013300E-1	-2.2935700E-6	2.1798275E+5	-4.9982574E+2
6.5090000E+3	-5.0013300E-1	-2.2923900E-6	2.1809499E+5	-4.9982582E+2
6.2921000E+3	-5.0013400E-1	-2.2918100E-6	2.1815064E+5	-4.9982587E+2
6.0728000E+3	-5.0013400E-1	-2.2907900E-6	2.1824781E+5	-4.9982595E+2
5.8552000E+3	-5.0013200E-1	-2.2896700E-6	2.1835373E+5	-4.9982603E+2
5.6401000E+3	-5.0013200E-1	-2.2884700E-6	2.1846827E+5	-4.9982612E+2
5.4222000E+3	-5.0013500E-1	-2.2872300E-6	2.1858806E+5	-4.9982622E+2
5.2047000E+3	-5.0013500E-1	-2.2857900E-6	2.1872581E+5	-4.9982633E+2
4.9866000E+3	-5.0013900E-1	-2.2845300E-6	2.1884824E+5	-4.9982642E+2
4.7691000E+3	-5.0013800E-1	-2.2829600E-6	2.1899836E+5	-4.9982654E+2
4.5505000E+3	-5.0013900E-1	-2.2811900E-6	2.1916878E+5	-4.9982668E+2
4.3332000E+3	-5.0014000E-1	-2.2793500E-6	2.1934620E+5	-4.9982682E+2
4.1145000E+3	-5.0014200E-1	-2.2773000E-6	2.1954460E+5	-4.9982697E+2
3.8969000E+3	-5.0013900E-1	-2.2747800E-6	2.1978658E+5	-4.9982716E+2
3.6768000E+3	-5.0013800E-1	-2.2720200E-6	2.2005322E+5	-4.9982737E+2
3.4571000E+3	-5.0013800E-1	-2.2686100E-6	2.2038411E+5	-4.9982763E+2
3.2375000E+3	-5.0013600E-1	-2.2650000E-6	2.2073460E+5	-4.9982791E+2
3.0149000E+3	-5.0013600E-1	-2.2612500E-6	2.2110078E+5	-4.9982819E+2
2.7917000E+3	-5.0013600E-1	-2.2562800E-6	2.2158798E+5	-4.9982857E+2
2.5674000E+3	-5.0013600E-1	-2.2506000E-6	2.2214741E+5	-4.9982900E+2
2.3454000E+3	-5.0013600E-1	-2.2451000E-6	2.2269181E+5	-4.9982942E+2
2.1174000E+3	-5.0013600E-1	-2.2382100E-6	2.2337756E+5	-4.9982994E+2
1.8924800E+3	-5.0013500E-1	-2.2306500E-6	2.2413443E+5	-4.9983052E+2
1.6641700E+3	-5.0013400E-1	-2.2231700E-6	2.2488835E+5	-4.9983108E+2
1.4359300E+3	-5.0013400E-1	-2.2156300E-6	2.2565393E+5	-4.9983166E+2
1.2051100E+3	-5.0013400E-1	-2.2073000E-6	2.2650580E+5	-4.9983229E+2
9.7372000E+2	-5.0013500E-1	-2.1994000E-6	2.2732011E+5	-4.9983289E+2
7.4138000E+2	-5.0013700E-1	-2.1917900E-6	2.2811055E+5	-4.9983347E+2
5.0800000E+2	-5.0013500E-1	-2.1829800E-6	2.2903054E+5	-4.9983414E+2
2.7455000E+2	-5.0013700E-1	-2.1741400E-6	2.2996300E+5	-4.9983481E+2
1.3178500E+2	-5.0013700E-1	-2.1692200E-6	2.3048475E+5	-4.9983518E+2
8.2979000E+1	-5.0013700E-1	-2.1672800E-6	2.3069114E+5	-4.9983533E+2
3.6683000E+1	-5.0013400E-1	-2.1656200E-6	2.3086664E+5	-4.9983546E+2
1.6390700E+1	-5.0013400E-1	-2.1650300E-6	2.3092957E+5	-4.9983550E+2
6.1794000E+0	-5.0013400E-1	-2.1643800E-6	2.3099895E+5	-4.9983555E+2
1.9825000E+0	-5.0013500E-1	-2.1644600E-6	2.3099087E+5	-4.9983555E+2
-1.9972000E+0	-5.0013400E-1	-2.1645800E-6	2.3097760E+5	-4.9983554E+2
-5.8243000E+0	-5.0013300E-1	-2.1646900E-6	2.3096540E+5	-4.9983553E+2
-9.6019000E+0	-5.0013400E-1	-2.1644100E-6	2.3099575E+5	-4.9983555E+2
-1.3416600E+1	-5.0013400E-1	-2.1646000E-6	2.3097546E+5	-4.9983553E+2
