Field (Oe)	Voltage (V)	Current (A)	Resistance (Ohm)	Real Voltage (mV)
8.8012000E+3	-6.0012200E-1	-4.0295400E-6	1.4885465E+5	-5.9969382E+2
8.6142000E+3	-6.0012400E-1	-4.0287000E-6	1.4888620E+5	-5.9969388E+2
8.4152000E+3	-6.0012200E-1	-4.0276900E-6	1.4892305E+5	-5.9969396E+2
8.2136000E+3	-6.0012500E-1	-4.0266600E-6	1.4896191E+5	-5.9969404E+2
8.0067000E+3	-6.0012400E-1	-4.0264500E-6	1.4896944E+5	-5.9969405E+2
7.7981000E+3	-6.0012400E-1	-4.0260200E-6	1.4898536E+5	-5.9969409E+2
7.5859000E+3	-6.0012500E-1	-4.0259100E-6	1.4898968E+5	-5.9969409E+2
7.3718000E+3	-6.0012800E-1	-4.0250100E-6	1.4902375E+5	-5.9969416E+2
7.1575000E+3	-6.0012600E-1	-4.0243000E-6	1.4904956E+5	-5.9969422E+2
6.9416000E+3	-6.0012700E-1	-4.0231700E-6	1.4909170E+5	-5.9969430E+2
6.7254000E+3	-6.0012800E-1	-4.0226600E-6	1.4911086E+5	-5.9969434E+2
6.5091000E+3	-6.0012700E-1	-4.0214600E-6	1.4915513E+5	-5.9969443E+2
6.2924000E+3	-6.0012500E-1	-4.0204800E-6	1.4919100E+5	-5.9969451E+2
6.0731000E+3	-6.0012600E-1	-4.0191900E-6	1.4923916E+5	-5.9969461E+2
5.8556000E+3	-6.0012500E-1	-4.0176100E-6	1.4929763E+5	-5.9969473E+2
5.6405000E+3	-6.0012900E-1	-4.0166000E-6	1.4933619E+5	-5.9969480E+2
5.4225000E+3	-6.0012700E-1	-4.0152000E-6	1.4938779E+5	-5.9969491E+2
5.2047000E+3	-6.0012700E-1	-4.0139000E-6	1.4943620E+5	-5.9969501E+2
4.9869000E+3	-6.0012600E-1	-4.0119000E-6	1.4951048E+5	-5.9969516E+2
4.7698000E+3	-6.0012800E-1	-4.0099100E-6	1.4958521E+5	-5.9969531E+2
4.5507000E+3	-6.0012500E-1	-4.0076300E-6	1.4966961E+5	-5.9969548E+2
4.3338000E+3	-6.0012400E-1	-4.0049200E-6	1.4977069E+5	-5.9969569E+2
4.1147000E+3	-6.0012500E-1	-4.0026800E-6	1.4985480E+5	-5.9969586E+2
3.8973000E+3	-6.0012500E-1	-4.0003100E-6	1.4994362E+5	-5.9969604E+2
3.6768000E+3	-6.0012300E-1	-3.9966300E-6	1.5008126E+5	-5.9969632E+2
3.4573000E+3	-6.0012700E-1	-3.9933300E-6	1.5020635E+5	-5.9969657E+2
3.2378000E+3	-6.0012700E-1	-3.9887500E-6	1.5037890E+5	-5.9969692E+2
3.0149000E+3	-6.0012600E-1	-3.9838200E-6	1.5056484E+5	-5.9969729E+2
2.7924000E+3	-6.0012800E-1	-3.9784900E-6	1.5076716E+5	-5.9969770E+2
2.5677000E+3	-6.0012500E-1	-3.9719100E-6	1.5101630E+5	-5.9969820E+2
2.3454000E+3	-6.0012700E-1	-3.9640400E-6	1.5131677E+5	-5.9969880E+2
2.1180000E+3	-6.0012900E-1	-3.9562900E-6	1.5161384E+5	-5.9969939E+2
1.8927700E+3	-6.0012800E-1	-3.9479300E-6	1.5193480E+5	-5.9970002E+2
1.6641700E+3	-6.0012900E-1	-3.9373100E-6	1.5234507E+5	-5.9970083E+2
1.4360200E+3	-6.0012300E-1	-3.9269200E-6	1.5274682E+5	-5.9970162E+2
1.2057800E+3	-6.0012600E-1	-3.9168400E-6	1.5314088E+5	-5.9970238E+2
9.7389000E+2	-6.0012600E-1	-3.9062700E-6	1.5355547E+5	-5.9970319E+2
7.4162000E+2	-6.0012600E-1	-3.8952900E-6	1.5398852E+5	-5.9970402E+2
5.0820000E+2	-6.0012800E-1	-3.8847100E-6	1.5440863E+5	-5.9970483E+2
2.7479000E+2	-6.0012400E-1	-3.8723100E-6	1.5490229E+5	-5.9970577E+2
1.3225400E+2	-6.0012400E-1	-3.8654400E-6	1.5517774E+5	-5.9970629E+2
8.3140000E+1	-6.0012700E-1	-3.8629600E-6	1.5527818E+5	-5.9970648E+2
3.6985000E+1	-6.0012700E-1	-3.8609600E-6	1.5535866E+5	-5.9970663E+2
1.6655300E+1	-6.0012700E-1	-3.8598300E-6	1.5540416E+5	-5.9970671E+2
6.4221000E+0	-6.0012800E-1	-3.8587300E-6	1.5544875E+5	-5.9970680E+2
2.1392000E+0	-6.0012600E-1	-3.8592000E-6	1.5542929E+5	-5.9970676E+2
-1.7345900E+0	-6.0012600E-1	-3.8597500E-6	1.5540713E+5	-5.9970672E+2
-5.6008000E+0	-6.0012700E-1	-3.8598400E-6	1.5540376E+5	-5.9970671E+2
-9.3961000E+0	-6.0012600E-1	-3.8594400E-6	1.5541962E+5	-5.9970674E+2
-1.3145400E+1	-6.0012400E-1	-3.8587700E-6	1.5544610E+5	-5.9970679E+2
